AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.07,0.00,0.00,0.00,4.43,3.53,3.65
25-29,0.00,1.64,11.11,0.00,33.33,1.95,1.16,1.89
30-34,0.00,3.30,0.00,0.00,0.00,5.40,5.88,4.50
35-39,0.00,5.35,0.00,0.00,0.00,7.52,2.08,6.19
40-44,0.00,5.80,0.00,0.00,0.00,7.64,4.55,6.63
45-49,0.00,11.16,0.00,0.00,0.00,14.31,8.89,12.61
50-54,0.00,11.54,0.00,0.00,11.11,14.12,11.11,12.97
55-59,0.00,16.02,0.00,0.00,0.00,19.73,12.50,17.92
60-64,50.00,22.85,0.00,0.00,50.00,25.46,15.38,24.28
65-OVER,50.00,22.39,0.00,0.00,0.00,29.87,12.94,27.17
TOTAL,7.69,11.26,2.13,0.00,7.32,17.35,7.27,14.45
