AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.88,0.00,0.00,0.00,6.76,2.30,6.01
25-29,0.00,0.00,0.00,0.00,0.00,5.72,3.23,5.35
30-34,0.00,0.00,0.00,0.00,0.00,10.13,0.00,9.42
35-39,25.00,0.00,0.00,0.00,50.00,13.19,0.00,12.60
40-44,0.00,0.00,0.00,0.00,0.00,19.67,21.05,18.85
45-49,0.00,4.17,0.00,0.00,0.00,17.65,15.38,16.94
50-54,16.67,8.70,0.00,0.00,0.00,22.95,18.18,22.15
55-59,0.00,7.14,0.00,0.00,33.33,26.57,14.29,25.82
60-64,0.00,20.00,0.00,100.0,50.00,33.78,14.29,32.66
65-OVER,0.00,25.64,0.00,0.00,0.00,39.80,14.71,38.78
TOTAL,3.45,9.73,0.00,16.67,14.81,22.73,9.21,21.64
