AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.25,0.00,0.00,0.00,3.55,0.00,3.83
25-29,0.00,4.07,0.00,0.00,0.00,5.19,0.00,4.10
30-34,0.00,7.59,0.00,0.00,0.00,5.93,8.33,7.08
35-39,0.00,8.92,0.00,0.00,0.00,17.09,12.50,11.01
40-44,0.00,16.07,0.00,0.00,0.00,8.05,33.33,13.62
45-49,0.00,17.68,0.00,0.00,0.00,14.69,16.67,16.40
50-54,0.00,22.60,0.00,0.00,100.0,18.75,7.14,20.92
55-59,0.00,27.83,0.00,0.00,0.00,24.44,14.29,25.94
60-64,0.00,31.68,0.00,0.00,0.00,34.35,0.00,31.85
65-OVER,0.00,33.38,0.00,0.00,0.00,33.65,25.00,33.31
TOTAL,0.00,18.49,0.00,0.00,3.85,22.14,9.02,19.27
