AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.03,5.56,0.00,0.00,4.47,3.28,3.90
25-29,0.00,0.00,0.00,0.00,0.00,3.60,0.00,2.96
30-34,0.00,2.61,0.00,0.00,0.00,7.82,2.63,6.92
35-39,14.29,1.79,0.00,0.00,0.00,10.14,5.26,8.94
40-44,0.00,2.88,0.00,0.00,0.00,14.68,3.03,12.69
45-49,0.00,5.34,0.00,0.00,25.00,16.56,16.67,15.16
50-54,0.00,2.90,0.00,0.00,50.00,18.07,2.70,15.99
55-59,0.00,12.41,0.00,0.00,0.00,22.35,8.82,20.83
60-64,0.00,8.61,0.00,0.00,0.00,28.12,16.00,25.57
65-OVER,0.00,16.47,20.00,100.0,0.00,34.86,19.30,33.30
TOTAL,1.06,6.19,2.47,20.00,6.98,19.75,7.52,17.82
