AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.54,0.00,0.00,0.00,1.89,4.35,1.73
25-29,0.00,0.83,0.00,0.00,20.00,3.62,6.67,2.47
30-34,0.00,1.05,0.00,0.00,0.00,4.23,0.00,2.81
35-39,0.00,3.38,0.00,0.00,0.00,3.72,6.25,3.55
40-44,0.00,7.06,0.00,0.00,0.00,7.75,0.00,7.11
45-49,0.00,4.44,0.00,0.00,0.00,7.33,7.69,6.25
50-54,0.00,7.90,0.00,0.00,0.00,10.19,0.00,9.04
55-59,20.00,14.12,0.00,0.00,0.00,12.62,0.00,13.02
60-64,0.00,17.41,0.00,0.00,0.00,19.43,16.67,18.59
65-OVER,0.00,17.32,20.00,0.00,0.00,18.51,4.76,18.08
TOTAL,3.12,7.82,0.92,0.00,3.85,11.00,3.95,9.60
