AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.38,0.00,0.00,0.00,4.37,1.92,3.28
25-29,0.00,0.00,0.00,0.00,0.00,4.10,0.00,2.83
30-34,0.00,0.53,25.00,0.00,0.00,6.41,0.00,5.05
35-39,0.00,2.08,0.00,0.00,0.00,7.78,0.00,6.26
40-44,0.00,2.78,16.67,0.00,0.00,9.61,0.00,7.80
45-49,0.00,5.33,0.00,0.00,0.00,15.41,11.54,12.99
50-54,0.00,6.96,0.00,0.00,0.00,13.28,4.35,11.84
55-59,0.00,10.36,0.00,0.00,0.00,18.93,11.76,17.19
60-64,0.00,4.86,0.00,0.00,0.00,23.81,24.00,20.77
65-OVER,0.00,14.56,20.00,0.00,50.00,31.46,24.64,29.71
TOTAL,0.00,5.29,4.35,0.00,4.00,18.54,9.17,15.92
