AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.54,0.00,0.00,0.00,3.15,1.06,1.99
25-29,0.00,2.11,20.00,0.00,0.00,3.99,1.04,3.20
30-34,0.00,3.70,0.00,0.00,0.00,3.60,2.67,3.49
35-39,0.00,5.39,0.00,0.00,0.00,7.82,11.76,7.40
40-44,0.00,8.73,0.00,0.00,0.00,9.72,0.00,8.92
45-49,0.00,6.98,0.00,0.00,0.00,15.22,8.51,12.56
50-54,0.00,8.30,0.00,0.00,50.00,15.74,7.69,13.24
55-59,0.00,14.96,0.00,0.00,0.00,21.41,5.71,19.11
60-64,0.00,18.45,0.00,0.00,25.00,27.05,14.71,24.49
65-OVER,0.00,18.56,0.00,0.00,33.33,35.15,15.94,31.22
TOTAL,0.00,9.15,2.04,0.00,6.67,18.27,6.02,15.13
