AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.84,0.00,0.00,0.00,4.43,2.63,3.54
25-29,0.00,2.66,20.00,0.00,0.00,3.19,7.69,3.08
30-34,0.00,3.51,7.14,0.00,0.00,5.19,0.00,4.38
35-39,0.00,6.26,0.00,0.00,0.00,11.21,9.52,8.89
40-44,0.00,10.30,0.00,0.00,0.00,12.91,9.52,11.74
45-49,0.00,12.26,0.00,0.00,0.00,15.02,19.23,13.97
50-54,0.00,15.76,0.00,0.00,0.00,17.62,7.14,16.57
55-59,0.00,18.46,0.00,0.00,0.00,27.33,15.00,23.80
60-64,50.00,24.51,20.00,0.00,0.00,36.10,14.29,31.80
65-OVER,14.29,31.11,27.27,100.0,50.00,38.86,34.78,36.64
TOTAL,8.11,13.08,8.70,25.00,4.76,21.18,10.18,17.78
