AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,6.56,2.96,0.00,16.67,2.82,4.31,3.74,3.43
25-29,2.08,2.37,0.86,0.00,1.23,3.08,1.93,2.51
30-34,0.00,4.40,1.20,0.00,9.62,6.12,4.68,4.91
35-39,6.82,9.15,2.02,0.00,2.08,9.45,6.07,8.54
40-44,1.79,12.23,1.43,0.00,4.11,11.46,10.23,11.43
45-49,3.92,15.30,4.21,100.0,6.38,16.13,10.65,14.71
50-54,7.69,19.61,5.33,0.00,12.28,20.56,15.26,19.24
55-59,3.64,24.66,6.25,0.00,18.92,25.04,18.12,23.86
60-64,6.25,31.25,15.56,0.00,7.14,31.75,21.19,30.17
65-OVER,10.53,32.47,1.59,20.00,7.69,38.97,25.00,35.50
TOTAL,5.40,14.47,2.71,10.71,5.83,22.40,11.25,16.97
