AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.28,2.36,1.24,3.85,2.60,5.31,4.11,3.95
25-29,0.91,2.02,0.89,0.00,1.57,3.35,1.43,2.61
30-34,1.33,4.07,1.46,4.65,3.04,5.44,2.33,4.51
35-39,3.00,6.45,3.12,3.77,4.55,8.25,2.84,6.98
40-44,3.54,9.33,3.26,0.00,5.67,11.87,4.04,10.02
45-49,4.50,11.74,4.80,8.77,9.30,15.17,5.71,13.07
50-54,4.74,14.42,4.96,9.76,14.72,19.05,6.65,16.70
55-59,6.40,17.28,7.98,11.76,14.63,23.99,7.08,21.26
60-64,6.39,21.85,7.50,3.45,20.00,30.05,10.84,27.20
65-OVER,8.51,25.39,11.15,12.00,23.64,40.18,16.54,36.94
TOTAL,4.05,9.71,3.62,5.20,8.67,19.35,5.08,15.17
