AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.48,0.00,0.00,16.67,6.31,2.99,5.10
25-29,0.00,2.52,0.00,0.00,14.29,5.39,4.95,4.64
30-34,0.00,2.73,0.00,0.00,30.00,10.31,7.95,8.40
35-39,33.33,4.98,14.29,0.00,0.00,17.44,9.21,14.08
40-44,0.00,7.78,20.00,0.00,33.33,17.48,9.57,14.81
45-49,0.00,8.23,11.11,0.00,25.00,19.56,10.26,16.74
50-54,0.00,11.94,14.29,0.00,0.00,24.06,16.25,21.02
55-59,0.00,15.04,0.00,0.00,12.50,27.43,23.73,24.35
60-64,11.11,16.48,0.00,0.00,0.00,37.21,20.00,31.62
65-OVER,11.11,23.74,20.00,0.00,8.33,44.38,24.77,39.54
TOTAL,4.29,11.15,8.97,0.00,14.77,25.09,12.10,21.19
