AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.69,0.00,0.00,0.00,4.04,1.72,2.71
25-29,0.00,2.57,0.00,0.00,0.00,3.23,0.00,2.82
30-34,0.00,2.68,0.00,0.00,0.00,4.38,11.11,3.68
35-39,0.00,4.49,0.00,0.00,0.00,7.25,27.27,6.26
40-44,0.00,3.98,25.00,0.00,0.00,9.58,0.00,7.21
45-49,50.00,6.35,0.00,0.00,0.00,7.69,0.00,7.06
50-54,0.00,7.50,0.00,0.00,0.00,12.65,7.14,10.36
55-59,0.00,12.99,0.00,0.00,0.00,17.40,15.38,15.34
60-64,0.00,13.80,0.00,0.00,0.00,23.52,14.29,19.36
65-OVER,50.00,16.91,0.00,0.00,0.00,28.70,13.04,24.78
TOTAL,8.70,7.88,4.55,0.00,0.00,15.21,6.90,11.95
