AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.26,1.49,3.02
25-29,0.00,6.90,0.00,0.00,0.00,3.55,0.00,3.52
30-34,0.00,0.00,0.00,0.00,0.00,3.51,6.45,3.51
35-39,0.00,0.00,0.00,0.00,0.00,7.03,0.00,6.61
40-44,0.00,7.69,12.50,0.00,0.00,7.98,10.53,8.00
45-49,0.00,12.50,0.00,0.00,0.00,11.46,12.90,11.35
50-54,25.00,5.00,16.67,0.00,0.00,14.07,13.33,13.93
55-59,28.57,16.67,0.00,0.00,0.00,19.54,12.90,19.17
60-64,0.00,20.00,0.00,0.00,0.00,24.01,6.25,23.37
65-OVER,14.29,5.00,8.33,0.00,50.00,34.64,33.33,34.25
TOTAL,8.70,7.32,3.92,0.00,4.55,18.00,11.02,17.54
