AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.79,1.57,0.92,0.85,2.07,4.81,2.32,2.89
25-29,0.80,1.38,0.82,1.61,1.94,2.95,1.51,2.05
30-34,1.05,3.07,0.76,0.00,1.77,4.54,2.26,3.29
35-39,1.55,4.41,1.50,4.23,3.31,6.92,3.32,4.94
40-44,2.19,6.76,2.22,4.29,5.19,9.29,3.90,7.00
45-49,2.31,8.32,2.51,6.56,6.60,13.13,6.06,9.77
50-54,2.73,10.44,2.91,3.77,7.87,17.61,8.47,13.57
55-59,2.41,12.95,4.14,1.89,9.33,23.02,10.66,18.15
60-64,2.81,17.04,5.01,6.25,10.05,28.99,13.73,23.57
65-OVER,3.87,17.58,7.24,3.85,13.47,36.27,18.38,30.15
TOTAL,2.08,7.03,2.19,3.10,5.43,17.54,6.08,11.81
