AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.31,0.00,0.00,0.00,5.80,25.00,3.60
25-29,0.00,2.55,0.00,0.00,0.00,6.25,16.67,3.93
30-34,0.00,5.59,0.00,0.00,0.00,6.25,0.00,5.63
35-39,0.00,9.02,0.00,0.00,0.00,9.59,0.00,8.91
40-44,0.00,6.34,0.00,0.00,0.00,13.73,0.00,8.95
45-49,0.00,16.33,0.00,0.00,0.00,11.83,0.00,14.40
50-54,0.00,12.57,0.00,0.00,0.00,18.87,0.00,14.64
55-59,0.00,16.75,0.00,0.00,0.00,26.21,0.00,19.81
60-64,0.00,24.68,0.00,0.00,0.00,25.41,0.00,25.00
65-OVER,0.00,24.25,0.00,0.00,100.0,30.42,28.57,27.39
TOTAL,0.00,13.46,0.00,0.00,33.33,19.79,10.53,15.80
