AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,12.54,0.00,0.00,20.00,18.65,7.14,15.11
25-29,0.00,14.92,0.00,0.00,0.00,13.51,0.00,13.98
30-34,0.00,18.83,0.00,0.00,0.00,20.79,11.11,19.43
35-39,0.00,24.42,0.00,0.00,0.00,22.80,14.29,23.26
40-44,0.00,24.46,0.00,0.00,0.00,32.18,7.69,28.14
45-49,0.00,34.82,0.00,0.00,0.00,34.55,16.67,34.25
50-54,0.00,41.91,0.00,0.00,0.00,36.80,25.00,38.62
55-59,0.00,49.26,0.00,0.00,100.0,45.59,14.29,46.94
60-64,0.00,50.70,0.00,0.00,0.00,52.20,33.33,50.92
65-OVER,0.00,49.77,0.00,0.00,0.00,57.47,30.77,54.67
TOTAL,0.00,33.69,0.00,0.00,14.29,39.11,16.13,36.26
