AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,30.21,3.33,0.00,25.00,21.05,25.00,20.78
25-29,0.00,12.87,10.00,0.00,0.00,28.21,0.00,22.31
30-34,0.00,18.31,5.88,0.00,0.00,28.95,0.00,25.00
35-39,0.00,20.00,16.67,0.00,50.00,39.00,0.00,34.28
40-44,0.00,45.00,0.00,0.00,0.00,37.86,0.00,36.62
45-49,0.00,47.14,18.75,0.00,0.00,38.61,28.57,39.14
50-54,0.00,50.51,0.00,0.00,0.00,48.95,0.00,47.74
55-59,0.00,58.65,9.09,0.00,0.00,52.73,20.00,52.39
60-64,0.00,67.74,0.00,0.00,0.00,57.91,33.33,58.58
65-OVER,100.0,59.20,50.00,0.00,0.00,61.13,27.27,60.32
TOTAL,100.0,42.70,7.19,0.00,18.18,44.73,17.24,42.34
