AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,25.32,25.00,0.00,0.00,7.36,5.56,14.22
25-29,0.00,25.22,0.00,0.00,0.00,2.58,25.00,11.36
30-34,0.00,26.96,0.00,0.00,0.00,4.04,0.00,11.40
35-39,0.00,34.48,0.00,100.0,0.00,9.05,10.00,18.24
40-44,0.00,34.51,0.00,0.00,0.00,11.01,40.00,19.35
45-49,0.00,35.00,0.00,0.00,0.00,11.63,0.00,19.82
50-54,0.00,33.90,25.00,0.00,0.00,17.04,0.00,22.51
55-59,0.00,45.83,100.0,0.00,0.00,14.94,0.00,25.21
60-64,0.00,47.83,0.00,0.00,0.00,18.18,25.00,26.00
65-OVER,0.00,42.68,0.00,0.00,0.00,25.33,33.33,29.90
TOTAL,0.00,35.45,30.00,50.00,0.00,14.61,13.33,21.28
