AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,1.18,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.3,5.32,0.0,2.3,0.0,4.98
25-29,0.0,4.41,9.43,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.82,0.0,0.0,0.0,3.66
30-34,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,7.07,10.34,0.0,7.69,0.0,7.35
35-39,0.0,5.88,3.23,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,10.48,0.0,7.69,4.76,8.56
40-44,0.0,5.41,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.61,14.51,0.0,3.03,6.38,12.67
45-49,0.0,2.56,17.07,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44,18.42,0.0,6.85,7.5,13.19
50-54,0.0,11.36,16.67,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,17.78,20.06,0.0,5.8,7.35,17.47
55-59,0.0,0.0,18.92,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,40.0,0.0,0.0,20.84,25.0,0.0,8.2,5.77,20.93
60-64,0.0,7.41,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,26.04,30.99,0.0,17.14,14.58,26.54
65-OVER,0.0,23.53,24.19,0.0,50.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,32.15,39.74,0.0,17.29,14.29,33.83
TOTAL,0.0,5.12,10.52,0.0,10.0,15.15,0.0,0.0,0.0,0.0,4.48,1.92,0.0,11.76,4.0,0.0,16.98,21.21,0.0,8.41,6.45,17.19
