AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.75,0.00,0.00,0.00,5.26,0.00,3.88
25-29,0.00,1.06,0.00,0.00,0.00,4.76,5.26,3.91
30-34,0.00,3.00,0.00,0.00,0.00,14.18,2.38,9.67
35-39,0.00,5.68,0.00,0.00,0.00,18.50,13.79,14.58
40-44,0.00,4.71,0.00,0.00,0.00,17.47,17.65,14.52
45-49,0.00,12.37,25.00,0.00,0.00,14.97,15.79,14.39
50-54,0.00,17.17,0.00,0.00,25.00,16.61,23.08,17.05
55-59,0.00,21.15,0.00,0.00,0.00,21.22,17.65,20.92
60-64,0.00,24.36,0.00,0.00,0.00,32.85,31.25,30.18
65-OVER,0.00,16.96,0.00,0.00,0.00,32.64,33.33,29.21
TOTAL,0.00,11.07,2.22,0.00,3.03,19.04,13.47,16.56
