AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.45,0.00,0.00,0.00,3.12,15.38,3.46
25-29,0.00,5.66,0.00,0.00,0.00,2.77,0.00,4.36
30-34,0.00,4.96,0.00,0.00,0.00,7.86,0.00,6.04
35-39,0.00,9.31,0.00,0.00,0.00,11.49,0.00,10.07
40-44,0.00,11.22,0.00,0.00,0.00,10.95,11.11,10.95
45-49,0.00,11.15,0.00,0.00,0.00,12.01,0.00,11.48
50-54,0.00,14.47,0.00,0.00,0.00,11.05,11.11,12.56
55-59,0.00,16.67,0.00,0.00,0.00,14.80,0.00,15.63
60-64,0.00,25.83,0.00,0.00,0.00,16.67,11.11,20.34
65-OVER,0.00,25.38,0.00,0.00,0.00,22.24,11.11,23.20
TOTAL,0.00,12.86,0.00,0.00,0.00,13.94,7.59,13.25
