AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.16,1.10,0.00,2.04,3.92,3.06,3.16
25-29,0.00,1.73,0.75,0.00,0.00,3.12,3.12,2.76
30-34,0.00,2.82,0.65,0.00,0.00,4.65,1.83,4.01
35-39,3.51,2.98,1.67,0.00,0.00,7.03,2.62,6.06
40-44,1.92,5.01,2.63,0.00,0.00,9.89,2.31,8.52
45-49,4.08,4.67,2.54,0.00,5.00,11.28,7.98,9.83
50-54,2.44,6.49,6.41,0.00,0.00,16.01,4.39,13.69
55-59,0.00,8.71,4.76,0.00,7.14,20.01,7.98,17.49
60-64,3.70,12.03,1.85,0.00,10.53,27.57,6.54,24.33
65-OVER,10.00,16.36,12.86,0.00,0.00,36.01,21.04,33.07
TOTAL,2.01,5.96,2.76,0.00,2.00,15.25,6.18,12.99
