AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,15.38,1.13,0.00,0.00,0.00,7.73,3.25,5.09
25-29,0.00,1.30,0.00,0.00,0.00,11.66,2.47,7.38
30-34,12.50,2.86,10.00,0.00,0.00,13.83,3.51,9.95
35-39,0.00,4.04,0.00,0.00,0.00,15.26,8.70,11.30
40-44,0.00,2.36,10.00,0.00,0.00,22.68,4.26,16.33
45-49,12.50,6.98,0.00,0.00,0.00,23.48,2.08,18.00
50-54,20.00,9.73,0.00,0.00,0.00,28.21,2.44,22.32
55-59,12.50,15.66,0.00,0.00,50.00,31.96,13.64,27.18
60-64,40.00,17.43,20.00,0.00,0.00,38.10,5.26,32.21
65-OVER,8.33,21.28,16.67,0.00,11.11,42.88,11.27,37.79
TOTAL,11.76,9.16,5.36,0.00,7.58,27.90,5.39,21.80
