AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.25,0.00,0.00,0.00,5.62,6.45,5.79
25-29,0.00,3.28,0.00,0.00,0.00,5.24,0.00,4.26
30-34,0.00,3.87,0.00,0.00,0.00,7.08,0.00,5.49
35-39,0.00,4.85,0.00,0.00,0.00,10.74,11.11,8.46
40-44,0.00,8.84,0.00,0.00,0.00,11.25,9.09,10.38
45-49,0.00,8.54,0.00,0.00,0.00,12.97,0.00,11.09
50-54,0.00,16.02,0.00,0.00,0.00,17.56,7.14,16.55
55-59,0.00,16.96,0.00,0.00,0.00,18.20,0.00,17.34
60-64,0.00,23.37,0.00,0.00,0.00,27.27,8.33,25.48
65-OVER,0.00,20.10,0.00,0.00,33.33,29.45,11.11,26.58
TOTAL,0.00,12.51,0.00,0.00,7.69,18.02,6.29,15.72
