AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,2.00,12.50,0.00,0.00,5.13,5.13,4.05
25-29,0.00,1.50,0.00,0.00,0.00,5.36,2.04,3.82
30-34,0.00,1.61,0.00,0.00,20.00,9.53,7.69,6.85
35-39,0.00,3.90,50.00,0.00,33.33,13.91,0.00,10.94
40-44,0.00,4.94,0.00,0.00,0.00,13.79,3.70,11.06
45-49,0.00,9.77,0.00,0.00,0.00,14.62,11.76,13.16
50-54,0.00,7.86,0.00,0.00,28.57,17.40,13.64,14.84
55-59,0.00,15.52,0.00,0.00,33.33,27.39,8.00,23.99
60-64,0.00,19.01,0.00,0.00,12.50,34.22,8.00,29.83
65-OVER,12.50,21.44,0.00,0.00,25.00,37.79,10.81,34.22
TOTAL,6.67,8.94,4.26,0.00,14.04,21.71,6.98,17.84
