AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,4.59,2.29,4.14
25-29,0.00,0.00,0.00,0.00,0.00,5.34,5.48,5.21
30-34,0.00,0.00,0.00,0.00,0.00,7.58,4.84,7.20
35-39,25.00,0.00,0.00,0.00,0.00,11.23,3.64,10.61
40-44,0.00,0.00,10.00,0.00,20.00,12.27,9.30,12.05
45-49,50.00,12.50,6.25,0.00,11.11,14.09,9.38,13.79
50-54,0.00,0.00,0.00,0.00,0.00,19.13,15.52,18.65
55-59,0.00,0.00,10.00,0.00,0.00,22.58,6.12,21.79
60-64,0.00,50.00,14.29,0.00,0.00,28.20,25.81,27.91
65-OVER,0.00,33.33,0.00,0.00,36.36,42.11,23.42,41.35
TOTAL,4.08,5.56,3.20,0.00,12.77,21.68,10.04,20.81
