AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,0.71,0.00,0.00,0.00,9.78,1.30,6.64
25-29,0.00,0.81,0.00,0.00,0.00,7.03,10.91,5.86
30-34,0.00,1.04,0.00,0.00,0.00,9.58,0.00,6.48
35-39,0.00,4.26,0.00,0.00,0.00,8.49,8.00,7.39
40-44,0.00,4.59,0.00,0.00,20.00,16.24,8.33,12.71
45-49,33.33,9.32,0.00,0.00,0.00,14.59,12.00,13.24
50-54,0.00,10.14,0.00,0.00,100.0,23.83,14.00,20.00
55-59,0.00,15.97,0.00,0.00,33.33,21.88,14.81,19.80
60-64,0.00,12.37,0.00,0.00,0.00,29.82,13.33,24.57
65-OVER,0.00,22.90,0.00,0.00,0.00,35.65,16.00,32.12
TOTAL,17.65,9.50,0.00,0.00,11.54,20.84,9.83,17.24
