AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,2.44,14.29,5.56,7.68,6.61,7.34
25-29,0.00,0.00,0.00,20.00,0.00,5.98,4.00,5.60
30-34,0.00,6.67,0.00,0.00,0.00,10.21,2.82,9.48
35-39,0.00,0.00,5.56,20.00,0.00,13.78,14.06,13.48
40-44,14.29,0.00,5.88,0.00,20.00,17.36,7.14,16.58
45-49,40.00,0.00,4.55,0.00,0.00,21.02,17.54,20.44
50-54,16.67,0.00,12.50,0.00,50.00,24.32,19.35,23.74
55-59,0.00,0.00,6.67,0.00,22.22,28.74,9.68,27.43
60-64,0.00,20.00,50.00,42.86,0.00,31.05,27.42,30.80
65-OVER,0.00,23.53,33.33,25.00,25.00,41.94,28.17,41.18
TOTAL,7.69,4.32,6.22,17.02,12.68,23.95,14.05,22.98
