AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.37,0.00,0.00,0.00,5.77,5.41,4.42
25-29,0.00,2.99,0.00,0.00,0.00,7.02,4.00,5.70
30-34,0.00,3.30,10.00,0.00,0.00,8.53,2.33,6.88
35-39,33.33,4.52,0.00,0.00,0.00,11.52,3.45,9.56
40-44,14.29,4.59,0.00,0.00,0.00,12.18,17.24,10.68
45-49,0.00,7.03,0.00,0.00,0.00,21.09,20.69,17.77
50-54,0.00,8.78,18.18,0.00,0.00,20.66,18.52,17.56
55-59,0.00,12.77,0.00,0.00,50.00,27.04,20.41,23.30
60-64,0.00,20.00,50.00,0.00,0.00,35.82,11.11,31.66
65-OVER,0.00,22.54,0.00,0.00,20.00,46.48,35.38,42.12
TOTAL,7.50,9.87,5.13,0.00,6.90,24.91,14.78,21.03
