COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
BACON,6419.0,1.0,203.0,216.0,0.0,16.0,7.0,0.0,1.0,4.0,0.0,42.0,38.0,0.0,9.0,8.0,2.0,2702.0,2308.0,1.0,545.0,316.0
BRANTLEY,10665.0,2.0,256.0,332.0,0.0,27.0,15.0,0.0,4.0,6.0,0.0,30.0,24.0,0.0,9.0,6.0,3.0,5064.0,4594.0,0.0,168.0,125.0
BRYAN,28620.0,15.0,1556.0,1628.0,1.0,164.0,131.0,0.0,30.0,36.0,1.0,459.0,353.0,1.0,211.0,180.0,15.0,10679.0,9494.0,4.0,2061.0,1601.0
CAMDEN,36413.0,10.0,3837.0,3714.0,0.0,250.0,170.0,0.0,31.0,32.0,0.0,417.0,314.0,1.0,213.0,122.0,8.0,11552.0,10076.0,1.0,3285.0,2380.0
CHARLTON,6757.0,0.0,411.0,505.0,1.0,29.0,12.0,0.0,4.0,5.0,0.0,12.0,12.0,0.0,13.0,20.0,4.0,2364.0,2058.0,0.0,753.0,554.0
CHATHAM,204804.0,180.0,8296.0,8463.0,8.0,1476.0,1206.0,1.0,174.0,207.0,8.0,2573.0,2141.0,6.0,1502.0,1311.0,98.0,53735.0,47772.0,61.0,42624.0,32962.0
CLINCH,4132.0,2.0,108.0,130.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,15.0,10.0,0.0,6.0,3.0,1.0,1438.0,1269.0,0.0,648.0,490.0
ECHOLS,2025.0,1.0,44.0,66.0,0.0,11.0,7.0,0.0,2.0,3.0,0.0,73.0,62.0,0.0,1.0,3.0,1.0,877.0,777.0,0.0,55.0,42.0
EFFINGHAM,25770.0,12.0,1614.0,1615.0,2.0,98.0,71.0,0.0,20.0,16.0,2.0,228.0,228.0,1.0,111.0,71.0,20.0,9790.0,9055.0,1.0,1562.0,1253.0
GLYNN,60840.0,34.0,3071.0,2920.0,0.0,283.0,213.0,0.0,36.0,40.0,3.0,533.0,459.0,1.0,274.0,227.0,36.0,21684.0,18363.0,11.0,7502.0,5150.0
LIBERTY,36269.0,10.0,2349.0,2477.0,1.0,376.0,248.0,0.0,45.0,20.0,1.0,1158.0,905.0,1.0,354.0,235.0,3.0,6674.0,5680.0,14.0,9154.0,6564.0
LONG,8835.0,4.0,611.0,606.0,0.0,61.0,50.0,0.0,13.0,9.0,0.0,224.0,188.0,0.0,61.0,28.0,3.0,2600.0,2263.0,1.0,1190.0,923.0
LOWNDES,3220.0,2.0,81.0,100.0,0.0,40.0,51.0,0.0,8.0,4.0,0.0,62.0,76.0,0.0,30.0,25.0,2.0,966.0,866.0,0.0,483.0,424.0
MCINTOSH,9477.0,1.0,221.0,285.0,0.0,36.0,20.0,0.0,3.0,2.0,0.0,44.0,26.0,0.0,15.0,17.0,2.0,3103.0,2924.0,0.0,1522.0,1256.0
PIERCE,11758.0,2.0,507.0,546.0,0.0,22.0,20.0,1.0,5.0,7.0,0.0,48.0,30.0,1.0,22.0,15.0,6.0,5184.0,4424.0,1.0,524.0,393.0
WARE,20390.0,7.0,637.0,813.0,0.0,69.0,40.0,1.0,8.0,15.0,0.0,89.0,81.0,0.0,59.0,45.0,10.0,7180.0,6095.0,4.0,3226.0,2011.0
WAYNE,17319.0,1.0,737.0,790.0,0.0,46.0,41.0,0.0,4.0,8.0,1.0,123.0,85.0,0.0,37.0,33.0,6.0,6834.0,5857.0,0.0,1647.0,1069.0
TOTAL,493713.0,284.0,24539.0,25206.0,13.0,3012.0,2305.0,3.0,388.0,415.0,16.0,6130.0,5032.0,12.0,2927.0,2349.0,220.0,152426.0,133875.0,99.0,76949.0,57513.0
