COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BANKS,4.0,144.0,152.0,0.0,14.0,12.0,0.0,1.0,0.0,0.0,30.0,43.0,0.0,17.0,10.0,2.0,3244.0,3096.0,0.0,47.0,49.0,6865.0
CLARKE,3.0,203.0,166.0,1.0,25.0,24.0,0.0,1.0,1.0,0.0,161.0,125.0,0.0,16.0,5.0,1.0,1085.0,946.0,0.0,1365.0,758.0,4886.0
DAWSON,6.0,346.0,328.0,0.0,21.0,27.0,0.0,3.0,8.0,0.0,60.0,57.0,0.0,22.0,13.0,3.0,5556.0,5127.0,0.0,11.0,19.0,11607.0
ELBERT,2.0,102.0,116.0,0.0,10.0,8.0,0.0,4.0,0.0,0.0,24.0,20.0,1.0,11.0,5.0,0.0,2858.0,2543.0,0.0,1052.0,591.0,7347.0
FANNIN,2.0,247.0,254.0,1.0,16.0,18.0,0.0,8.0,6.0,0.0,31.0,22.0,0.0,21.0,5.0,4.0,5538.0,5064.0,0.0,6.0,4.0,11247.0
FORSYTH,30.0,2655.0,2744.0,1.0,114.0,82.0,0.0,18.0,13.0,1.0,288.0,226.0,1.0,108.0,66.0,31.0,10416.0,9480.0,0.0,216.0,176.0,26666.0
FRANKLIN,3.0,129.0,134.0,0.0,16.0,4.0,0.0,1.0,5.0,0.0,22.0,19.0,0.0,12.0,11.0,2.0,3805.0,3581.0,0.0,268.0,157.0,8169.0
GILMER,2.0,305.0,324.0,0.0,28.0,17.0,0.0,3.0,3.0,0.0,79.0,54.0,0.0,13.0,13.0,8.0,6003.0,5669.0,0.0,15.0,16.0,12552.0
HABERSHAM,3.0,364.0,355.0,0.0,22.0,23.0,0.0,4.0,6.0,1.0,131.0,118.0,0.0,51.0,37.0,5.0,7449.0,6732.0,0.0,144.0,89.0,15534.0
HALL,31.0,2934.0,2676.0,0.0,260.0,217.0,0.0,25.0,39.0,9.0,2120.0,1540.0,1.0,262.0,208.0,43.0,27908.0,24892.0,2.0,2661.0,1528.0,67356.0
HART,0.0,199.0,181.0,0.0,8.0,12.0,0.0,1.0,1.0,0.0,19.0,22.0,0.0,22.0,17.0,5.0,4108.0,3865.0,0.0,761.0,443.0,9664.0
JACKSON,13.0,757.0,736.0,0.0,78.0,61.0,0.0,6.0,6.0,0.0,291.0,236.0,0.0,98.0,67.0,14.0,12068.0,11051.0,2.0,891.0,573.0,26948.0
LUMPKIN,7.0,268.0,281.0,0.0,39.0,34.0,0.0,22.0,17.0,0.0,79.0,37.0,0.0,20.0,15.0,2.0,5573.0,5129.0,0.0,39.0,24.0,11586.0
MADISON,4.0,331.0,315.0,0.0,27.0,20.0,0.0,1.0,4.0,0.0,60.0,41.0,0.0,29.0,21.0,8.0,5195.0,4784.0,0.0,556.0,324.0,11720.0
PICKENS,0.0,160.0,169.0,0.0,12.0,9.0,0.0,3.0,3.0,0.0,46.0,27.0,0.0,12.0,11.0,0.0,4400.0,4000.0,0.0,47.0,27.0,8926.0
RABUN,1.0,164.0,194.0,0.0,10.0,16.0,0.0,3.0,3.0,0.0,36.0,38.0,0.0,9.0,7.0,5.0,3682.0,3411.0,0.0,12.0,14.0,7605.0
STEPHENS,0.0,172.0,151.0,0.0,21.0,10.0,0.0,4.0,4.0,0.0,24.0,22.0,0.0,23.0,18.0,5.0,4113.0,3807.0,0.0,439.0,276.0,9089.0
TOWNS,0.0,120.0,143.0,0.0,6.0,7.0,0.0,2.0,1.0,0.0,16.0,9.0,0.0,6.0,8.0,4.0,3063.0,2768.0,0.0,10.0,6.0,6169.0
UNION,5.0,352.0,355.0,0.0,13.0,18.0,0.0,6.0,4.0,0.0,37.0,23.0,0.0,22.0,7.0,7.0,5825.0,5228.0,0.0,5.0,5.0,11912.0
WHITE,1.0,237.0,241.0,0.0,12.0,18.0,0.0,8.0,3.0,0.0,34.0,27.0,0.0,16.0,12.0,3.0,5619.0,5141.0,0.0,60.0,42.0,11474.0
TOTAL,117.0,10189.0,10015.0,3.0,752.0,637.0,0.0,124.0,127.0,11.0,3588.0,2706.0,3.0,790.0,556.0,152.0,127508.0,116314.0,4.0,8605.0,5121.0,287322.0
