COUNTY NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
FORSYTH,61.19,63.31,57.72,56.92,12.5,56.42,54.92,50,52.81,53.85,66.67,53.8,48.68,66.67,55.23,56.91,58.41,63.7,63.46,77.78,66.46,61.25
TOTAL,56.09,55.23,49.4,44.42,44.0,53.56,48.33,25.0,43.24,44.37,60.5,50.41,40.71,46.11,42.02,42.24,59.56,62.79,61.95,62.74,61.81,52.05
