COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ATKINSON,4.0,92.0,85.0,0.0,8.0,12.0,0.0,5.0,1.0,1.0,154.0,115.0,0.0,1.0,1.0,1.0,1684.0,1451.0,2.0,506.0,379.0,4502.0
BEN HILL,2.0,164.0,153.0,0.0,22.0,18.0,0.0,5.0,3.0,0.0,79.0,59.0,0.0,24.0,20.0,3.0,3116.0,2724.0,0.0,2095.0,1327.0,9814.0
BERRIEN,2.0,216.0,253.0,1.0,26.0,26.0,0.0,7.0,11.0,0.0,79.0,63.0,0.0,16.0,19.0,8.0,4820.0,4387.0,0.0,641.0,472.0,11047.0
BIBB,17.0,926.0,890.0,0.0,197.0,171.0,0.0,27.0,20.0,1.0,237.0,165.0,3.0,317.0,348.0,11.0,11590.0,9544.0,8.0,5635.0,3662.0,33769.0
BLECKLEY,2.0,150.0,149.0,1.0,15.0,13.0,0.0,3.0,3.0,0.0,26.0,18.0,0.0,23.0,25.0,4.0,2787.0,2597.0,0.0,879.0,586.0,7281.0
BROOKS,0.0,282.0,318.0,0.0,26.0,28.0,0.0,8.0,5.0,0.0,82.0,64.0,0.0,22.0,11.0,2.0,3083.0,2860.0,0.0,2110.0,1638.0,10539.0
COLQUITT,18.0,711.0,733.0,0.0,79.0,50.0,0.0,13.0,13.0,0.0,494.0,431.0,0.0,50.0,50.0,7.0,8360.0,7290.0,3.0,3114.0,2260.0,23676.0
COOK,0.0,141.0,182.0,0.0,29.0,28.0,0.0,2.0,4.0,0.0,81.0,69.0,0.0,24.0,25.0,1.0,3544.0,3247.0,0.0,1586.0,1103.0,10066.0
DODGE,0.0,217.0,244.0,0.0,17.0,14.0,0.0,1.0,2.0,0.0,31.0,30.0,0.0,19.0,13.0,4.0,4042.0,3617.0,1.0,1690.0,1125.0,11067.0
HOUSTON,79.0,4030.0,4388.0,5.0,655.0,477.0,3.0,72.0,59.0,3.0,1292.0,917.0,5.0,1080.0,777.0,44.0,30973.0,27861.0,70.0,17594.0,12338.0,102722.0
IRWIN,2.0,54.0,87.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,21.0,30.0,0.0,8.0,9.0,1.0,2121.0,1925.0,0.0,796.0,542.0,5609.0
JONES,8.0,288.0,358.0,1.0,33.0,28.0,0.0,12.0,13.0,0.0,64.0,53.0,0.0,51.0,27.0,7.0,7066.0,6423.0,2.0,2704.0,2050.0,19188.0
LANIER,2.0,184.0,189.0,0.0,23.0,17.0,0.0,6.0,5.0,0.0,64.0,37.0,0.0,20.0,13.0,2.0,2110.0,1793.0,0.0,654.0,542.0,5661.0
LOWNDES,28.0,1396.0,1505.0,1.0,679.0,559.0,0.0,72.0,72.0,0.0,810.0,633.0,1.0,439.0,319.0,16.0,20836.0,18453.0,9.0,14170.0,10175.0,70173.0
MONROE,20.0,605.0,718.0,0.0,60.0,62.0,0.0,9.0,11.0,0.0,52.0,66.0,0.0,59.0,44.0,8.0,7237.0,6685.0,9.0,2221.0,1684.0,19550.0
PULASKI,1.0,106.0,105.0,0.0,13.0,14.0,0.0,4.0,1.0,0.0,22.0,23.0,0.0,14.0,13.0,0.0,1991.0,1834.0,1.0,928.0,667.0,5737.0
TELFAIR,2.0,119.0,145.0,0.0,10.0,7.0,0.0,2.0,3.0,1.0,12.0,16.0,0.0,10.0,10.0,0.0,1923.0,1768.0,1.0,1087.0,791.0,5907.0
THOMAS,9.0,1067.0,1053.0,0.0,88.0,64.0,0.0,20.0,11.0,0.0,137.0,100.0,0.0,72.0,79.0,17.0,9677.0,8256.0,8.0,5687.0,3811.0,30156.0
TIFT,20.0,403.0,446.0,0.0,73.0,59.0,0.0,7.0,8.0,2.0,345.0,368.0,0.0,95.0,96.0,15.0,8228.0,7120.0,14.0,3916.0,2683.0,23898.0
TURNER,3.0,77.0,102.0,0.0,12.0,8.0,0.0,1.0,4.0,0.0,30.0,27.0,0.0,11.0,9.0,2.0,1642.0,1484.0,1.0,1209.0,867.0,5489.0
TWIGGS,4.0,155.0,189.0,0.0,19.0,12.0,0.0,2.0,2.0,0.0,25.0,14.0,0.0,10.0,4.0,1.0,1626.0,1522.0,1.0,1348.0,1218.0,6152.0
WILCOX,1.0,43.0,57.0,0.0,7.0,5.0,0.0,2.0,3.0,0.0,23.0,19.0,0.0,6.0,6.0,1.0,1596.0,1447.0,0.0,754.0,539.0,4509.0
WILKINSON,0.0,98.0,134.0,0.0,9.0,12.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,7.0,4.0,0.0,1793.0,1652.0,2.0,1459.0,1091.0,6274.0
WORTH,4.0,291.0,391.0,0.0,37.0,34.0,0.0,3.0,4.0,0.0,42.0,29.0,0.0,19.0,9.0,5.0,4831.0,4440.0,1.0,1943.0,1431.0,13514.0
TOTAL,228.0,11815.0,12874.0,9.0,2144.0,1722.0,3.0,284.0,260.0,8.0,4211.0,3349.0,9.0,2397.0,1931.0,160.0,146676.0,130380.0,133.0,74726.0,52981.0,446300.0
