-,MALE,FEMALE,UNKNOWN
UNKNOWN,38.46,30.77,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,50.0,0.0,0.0
WHITE,69.01,66.43,100.0
BLACK,50.0,50.0,0.0
