AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,924.0,1.0,49.0,79.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,18.0,12.0,0.0,5.0,4.0,2.0,372.0,349.0,1.0,13.0,14.0
30-34,832.0,0.0,32.0,38.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,11.0,6.0,0.0,3.0,2.0,0.0,365.0,353.0,0.0,9.0,5.0
35-39,867.0,0.0,36.0,41.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,4.0,1.0,0.0,396.0,354.0,0.0,6.0,11.0
40-44,926.0,0.0,31.0,36.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,2.0,6.0,0.0,433.0,377.0,0.0,7.0,12.0
45-49,1045.0,0.0,35.0,31.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,5.0,13.0,0.0,0.0,5.0,0.0,481.0,448.0,0.0,9.0,11.0
50-54,1075.0,0.0,31.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,2.0,0.0,469.0,484.0,0.0,17.0,15.0
55-59,1012.0,0.0,39.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,5.0,1.0,0.0,466.0,437.0,0.0,4.0,14.0
60-64,949.0,0.0,25.0,29.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,9.0,2.0,0.0,418.0,436.0,0.0,7.0,11.0
65-OVER,2453.0,0.0,53.0,63.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,7.0,8.0,0.0,9.0,11.0,0.0,1183.0,1079.0,0.0,13.0,20.0
TOTAL,10083.0,1.0,331.0,389.0,0.0,18.0,19.0,0.0,6.0,4.0,0.0,64.0,74.0,0.0,42.0,34.0,2.0,4583.0,4317.0,1.0,85.0,113.0
