AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,9383.0,14.0,515.0,522.0,0.0,104.0,67.0,0.0,12.0,9.0,1.0,239.0,199.0,0.0,58.0,48.0,2.0,1575.0,1419.0,5.0,2577.0,2017.0
30-34,7999.0,5.0,465.0,469.0,1.0,85.0,37.0,0.0,6.0,11.0,0.0,185.0,110.0,0.0,52.0,41.0,1.0,1420.0,1231.0,3.0,2307.0,1570.0
35-39,8475.0,6.0,503.0,412.0,0.0,83.0,58.0,0.0,8.0,5.0,0.0,175.0,87.0,0.0,40.0,39.0,1.0,1477.0,1238.0,3.0,2709.0,1631.0
40-44,8842.0,4.0,499.0,416.0,0.0,76.0,58.0,0.0,3.0,3.0,0.0,157.0,100.0,0.0,54.0,22.0,0.0,1502.0,1271.0,4.0,2827.0,1846.0
45-49,10132.0,5.0,508.0,476.0,0.0,73.0,43.0,0.0,8.0,8.0,0.0,131.0,122.0,0.0,51.0,38.0,3.0,1887.0,1638.0,2.0,3031.0,2108.0
50-54,9632.0,5.0,439.0,376.0,0.0,55.0,48.0,0.0,4.0,8.0,0.0,112.0,117.0,0.0,36.0,27.0,1.0,2052.0,1895.0,3.0,2548.0,1906.0
55-59,8709.0,4.0,382.0,361.0,0.0,53.0,42.0,0.0,5.0,4.0,0.0,92.0,92.0,1.0,38.0,41.0,1.0,2108.0,2008.0,7.0,1950.0,1520.0
60-64,7186.0,0.0,258.0,278.0,0.0,33.0,24.0,0.0,5.0,4.0,0.0,61.0,69.0,0.0,29.0,45.0,1.0,2015.0,1865.0,2.0,1442.0,1055.0
65-OVER,15471.0,8.0,575.0,498.0,0.0,69.0,68.0,0.0,8.0,4.0,0.0,115.0,101.0,0.0,70.0,53.0,1.0,5511.0,4605.0,2.0,2293.0,1490.0
TOTAL,85829.0,51.0,4144.0,3808.0,1.0,631.0,445.0,0.0,59.0,56.0,1.0,1267.0,997.0,1.0,428.0,354.0,11.0,19547.0,17170.0,31.0,21684.0,15143.0
