-,MALE,FEMALE,UNKNOWN
UNKNOWN,11.76,9.52,0.0
OTHER,66.67,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,35.71,33.33,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,66.43,66.56,0.0
BLACK,30.0,54.55,0.0
