-,MALE,FEMALE,UNKNOWN
UNKNOWN,17.02,31.58,0.0
OTHER,20.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,33.33,0.0
ASIA-PI,0.0,50.0,0.0
WHITE,57.35,56.93,100.0
BLACK,46.39,64.73,0.0
