-,MALE,FEMALE,UNKNOWN
UNKNOWN,60.71,63.64,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,100.0,0.0
HISP-LT,100.0,60.0,0.0
ASIA-PI,50.0,25.0,0.0
WHITE,77.17,78.69,0.0
BLACK,70.0,68.0,0.0
