-,MALE,FEMALE,UNKNOWN
UNKNOWN,55.56,28.57,0.0
OTHER,0.0,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,100.0,50.0,0.0
ASIA-PI,100.0,0.0,0.0
WHITE,71.71,69.09,0.0
BLACK,55.42,63.37,100.0
