-,MALE,FEMALE,UNKNOWN
UNKNOWN,47.62,45.45,0.0
OTHER,0.0,75.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,28.57,0.0,0.0
ASIA-PI,0.0,100.0,0.0
WHITE,76.24,79.4,0.0
BLACK,72.1,82.87,0.0
