AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1308.0,0.0,49.0,50.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,4.0,4.0,0.0,321.0,284.0,0.0,349.0,224.0
30-34,1191.0,2.0,26.0,51.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,294.0,247.0,0.0,342.0,215.0
35-39,1087.0,0.0,33.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,4.0,2.0,1.0,295.0,235.0,0.0,278.0,185.0
40-44,1005.0,0.0,20.0,36.0,0.0,4.0,4.0,0.0,2.0,1.0,0.0,4.0,5.0,0.0,1.0,1.0,1.0,279.0,234.0,1.0,256.0,156.0
45-49,1207.0,0.0,31.0,33.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,371.0,337.0,0.0,248.0,172.0
50-54,1240.0,0.0,23.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,344.0,355.0,0.0,269.0,205.0
55-59,1400.0,0.0,30.0,30.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,442.0,380.0,0.0,289.0,219.0
60-64,1307.0,0.0,26.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,434.0,375.0,0.0,267.0,182.0
65-OVER,3356.0,1.0,54.0,47.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,3.0,4.0,0.0,1260.0,1015.0,0.0,609.0,348.0
TOTAL,13101.0,3.0,292.0,333.0,0.0,17.0,11.0,0.0,7.0,2.0,0.0,50.0,29.0,0.0,21.0,18.0,2.0,4040.0,3462.0,1.0,2907.0,1906.0
