-,MALE,FEMALE,UNKNOWN
UNKNOWN,0.0,0.0,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,0.0,33.33,0.0
BLACK,50.0,0.0,0.0
