-,MALE,FEMALE,UNKNOWN
UNKNOWN,40.0,48.15,0.0
OTHER,100.0,0.0,0.0
NATIVE-AM,0.0,100.0,0.0
HISP-LT,100.0,50.0,0.0
ASIA-PI,100.0,0.0,0.0
WHITE,76.87,76.16,0.0
BLACK,46.27,59.14,0.0
