-,MALE,FEMALE,UNKNOWN
UNKNOWN,23.08,44.44,0.0
OTHER,0.0,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,100.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,75.68,80.74,0.0
BLACK,61.93,73.0,0.0
