-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.0,28.57,0.0
OTHER,36.36,33.33,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,40.0,40.91,0.0
ASIA-PI,50.0,40.0,0.0
WHITE,60.87,61.56,0.0
BLACK,39.36,53.12,0.0
