-,MALE,FEMALE,UNKNOWN
UNKNOWN,50.0,0.0,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,86.0,75.86,0.0
BLACK,50.0,0.0,0.0
