-,MALE,FEMALE,UNKNOWN
UNKNOWN,43.08,50.91,0.0
OTHER,100.0,100.0,0.0
NATIVE-AM,100.0,0.0,0.0
HISP-LT,40.0,60.0,0.0
ASIA-PI,0.0,75.0,0.0
WHITE,70.29,68.76,0.0
BLACK,66.67,79.17,0.0
