-,MALE,FEMALE,UNKNOWN
UNKNOWN,21.67,28.26,0.0
OTHER,100.0,0.0,0.0
NATIVE-AM,0.0,100.0,0.0
HISP-LT,35.71,20.0,0.0
ASIA-PI,0.0,75.0,0.0
WHITE,60.13,57.04,0.0
BLACK,47.54,50.0,0.0
