-,MALE,FEMALE,UNKNOWN
UNKNOWN,35.25,39.81,0.0
OTHER,40.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,66.67,0.0
WHITE,58.54,56.98,0.0
BLACK,12.5,66.67,0.0
