-,MALE,FEMALE,UNKNOWN
UNKNOWN,37.14,28.95,0.0
OTHER,100.0,33.33,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,80.0,50.0,0.0
ASIA-PI,0.0,50.0,0.0
WHITE,59.19,61.65,0.0
BLACK,50.0,100.0,0.0
