-,MALE,FEMALE,UNKNOWN
UNKNOWN,25.0,28.57,0.0
OTHER,100.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,62.39,61.82,0.0
BLACK,45.07,60.53,0.0
