-,MALE,FEMALE,UNKNOWN
UNKNOWN,45.35,55.56,0.0
OTHER,66.67,25.0,0.0
NATIVE-AM,50.0,0.0,0.0
HISP-LT,40.0,66.67,0.0
ASIA-PI,100.0,50.0,0.0
WHITE,70.17,71.45,0.0
BLACK,66.67,25.0,0.0
