-,MALE,FEMALE,UNKNOWN
UNKNOWN,26.67,42.45,0.0
OTHER,50.0,46.15,0.0
NATIVE-AM,100.0,50.0,0.0
HISP-LT,30.43,59.09,0.0
ASIA-PI,38.46,21.43,0.0
WHITE,69.52,68.56,0.0
BLACK,45.88,61.42,0.0
