-,MALE,FEMALE,UNKNOWN
UNKNOWN,20.0,35.48,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,33.33,33.33,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,66.85,70.37,0.0
BLACK,44.44,58.82,0.0
