AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,327.0,0.0,19.0,18.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,127.0,134.0,0.0,14.0,5.0
30-34,395.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,199.0,133.0,0.0,15.0,10.0
35-39,487.0,0.0,14.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,220.0,201.0,0.0,17.0,5.0
40-44,532.0,0.0,13.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,232.0,234.0,0.0,21.0,12.0
45-49,698.0,0.0,18.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,311.0,286.0,0.0,32.0,25.0
50-54,688.0,0.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,311.0,288.0,0.0,30.0,23.0
55-59,818.0,0.0,20.0,14.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,377.0,340.0,0.0,36.0,25.0
60-64,849.0,0.0,17.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,377.0,0.0,24.0,30.0
65-OVER,2265.0,0.0,40.0,28.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1027.0,985.0,0.0,112.0,63.0
TOTAL,7059.0,0.0,171.0,164.0,0.0,9.0,9.0,0.0,2.0,4.0,0.0,8.0,11.0,0.0,10.0,5.0,0.0,3189.0,2978.0,0.0,301.0,198.0
