-,MALE,FEMALE,UNKNOWN
UNKNOWN,0.0,0.0,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,100.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,60.0,65.0,0.0
BLACK,0.0,0.0,0.0
