AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,275.0,0.0,6.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,74.0,82.0,0.0,67.0,34.0
30-34,259.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,74.0,85.0,0.0,53.0,34.0
35-39,256.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,73.0,0.0,61.0,34.0
40-44,289.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,81.0,0.0,67.0,40.0
45-49,420.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,130.0,137.0,0.0,82.0,53.0
50-54,471.0,0.0,13.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,144.0,151.0,0.0,93.0,54.0
55-59,577.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,205.0,175.0,0.0,104.0,72.0
60-64,680.0,0.0,11.0,14.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,242.0,210.0,0.0,120.0,73.0
65-OVER,1932.0,0.0,26.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,678.0,685.0,0.0,306.0,195.0
TOTAL,5159.0,0.0,90.0,89.0,0.0,9.0,6.0,0.0,1.0,1.0,0.0,12.0,7.0,0.0,5.0,2.0,1.0,1715.0,1679.0,0.0,953.0,589.0
