-,MALE,FEMALE,UNKNOWN
UNKNOWN,26.0,24.53,0.0
OTHER,33.33,40.0,0.0
NATIVE-AM,100.0,100.0,0.0
HISP-LT,53.85,50.0,0.0
ASIA-PI,50.0,60.0,0.0
WHITE,57.88,56.14,0.0
BLACK,40.0,38.46,0.0
