-,MALE,FEMALE,UNKNOWN
UNKNOWN,40.91,49.51,0.0
OTHER,66.67,100.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,50.0,40.0,0.0
ASIA-PI,50.0,50.0,0.0
WHITE,68.55,66.42,100.0
BLACK,60.0,76.92,0.0
