AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,2520.0,0.0,69.0,83.0,0.0,15.0,7.0,0.0,3.0,1.0,0.0,19.0,19.0,1.0,9.0,6.0,0.0,682.0,580.0,1.0,607.0,418.0
30-34,2326.0,0.0,55.0,58.0,0.0,18.0,8.0,0.0,0.0,1.0,0.0,11.0,10.0,0.0,8.0,9.0,0.0,621.0,581.0,0.0,598.0,348.0
35-39,2286.0,0.0,43.0,61.0,0.0,8.0,12.0,0.0,2.0,1.0,0.0,10.0,8.0,0.0,6.0,13.0,1.0,698.0,569.0,2.0,535.0,317.0
40-44,2295.0,0.0,43.0,49.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,7.0,11.0,0.0,10.0,7.0,1.0,704.0,631.0,0.0,505.0,314.0
45-49,2500.0,0.0,54.0,44.0,0.0,10.0,6.0,0.0,0.0,1.0,0.0,12.0,7.0,0.0,4.0,5.0,1.0,777.0,762.0,0.0,488.0,329.0
50-54,2661.0,1.0,50.0,57.0,0.0,6.0,4.0,0.0,4.0,0.0,0.0,10.0,6.0,0.0,13.0,6.0,0.0,853.0,769.0,0.0,536.0,346.0
55-59,2672.0,0.0,46.0,51.0,0.0,10.0,4.0,0.0,0.0,3.0,0.0,5.0,8.0,0.0,12.0,9.0,1.0,852.0,775.0,1.0,496.0,399.0
60-64,2567.0,0.0,41.0,39.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,8.0,6.0,0.0,13.0,6.0,1.0,845.0,750.0,0.0,474.0,375.0
65-OVER,6919.0,1.0,92.0,84.0,0.0,7.0,8.0,0.0,3.0,3.0,0.0,11.0,11.0,0.0,15.0,20.0,2.0,2675.0,2192.0,1.0,1092.0,702.0
TOTAL,26746.0,2.0,493.0,526.0,0.0,84.0,56.0,0.0,17.0,10.0,0.0,93.0,86.0,1.0,90.0,81.0,7.0,8707.0,7609.0,5.0,5331.0,3548.0
