-,MALE,FEMALE,UNKNOWN
UNKNOWN,25.0,23.08,0.0
OTHER,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,20.0,45.45,0.0
ASIA-PI,0.0,0.0,0.0
WHITE,62.34,64.46,0.0
BLACK,56.25,48.15,0.0
