-,MALE,FEMALE,UNKNOWN
UNKNOWN,37.35,36.84,0.0
OTHER,64.29,57.14,0.0
NATIVE-AM,50.0,0.0,0.0
HISP-LT,26.92,28.57,0.0
ASIA-PI,15.79,33.33,0.0
WHITE,65.22,64.45,66.67
BLACK,39.05,53.5,0.0
