-,MALE,FEMALE,UNKNOWN
UNKNOWN,23.08,58.82,0.0
OTHER,100.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0
HISP-LT,22.22,10.0,0.0
ASIA-PI,50.0,50.0,0.0
WHITE,71.65,80.29,0.0
BLACK,57.45,68.64,0.0
